listing_id,number_of_reviews,first_review,last_review,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
5919096,2,5/17/15,6/1/15,0.26,100,10,10,10,10,10,10
5927083,13,4/14/15,11/22/15,1.47,97,10,10,10,10,10,10
5930473,3,6/4/15,9/30/15,0.42,100,10,10,10,10,10,9
5930806,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5931372,12,4/18/15,8/28/15,1.37,80,9,8,9,9,8,9
5932882,4,6/8/15,8/11/15,0.57,100,10,10,10,10,10,10
5941598,22,4/21/15,9/1/15,2.55,90,9,10,10,10,9,9
5946151,15,4/20/15,8/28/15,1.73,87,9,9,9,10,10,9
5946675,5,6/5/15,8/9/15,0.7,100,10,10,10,10,10,10
5948003,31,4/17/15,9/21/15,3.54,97,10,10,10,10,10,10
5950957,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5956968,17,6/11/15,9/28/15,2.45,95,10,10,10,10,10,10
5957039,14,4/20/15,9/14/15,1.62,94,10,10,10,10,10,10
5958194,25,5/12/15,10/27/15,3.15,98,10,10,10,10,10,10
5958674,18,5/19/15,9/14/15,2.34,98,10,10,10,10,10,10
5959816,29,5/19/15,12/26/15,3.77,98,10,10,10,10,10,10
5968862,1,6/27/15,6/27/15,0.16,100,10,10,10,10,10,10
5969069,7,5/1/15,12/30/15,0.84,100,10,10,10,10,10,10
5969872,11,7/17/15,12/23/15,1.92,91,8,10,9,9,10,9
5977556,36,4/19/15,11/22/15,4.14,97,10,10,10,10,10,10
5978216,33,4/22/15,1/1/16,3.84,95,10,9,10,10,9,9
5978498,8,7/6/15,12/3/15,1.31,88,9,9,9,9,10,9
5981343,48,5/22/15,12/28/15,6.32,98,10,10,10,10,10,9
5989894,11,4/20/15,9/28/15,1.27,95,10,10,10,10,10,9
5991139,8,7/8/15,10/25/15,1.33,95,9,10,10,10,9,10
5991734,31,5/24/15,12/14/15,4.12,97,10,10,10,10,10,10
5992032,9,5/10/15,11/22/15,1.13,91,9,9,9,10,9,9
5992645,1,8/26/15,8/26/15,0.23,80,10,8,10,10,10,8
6002165,2,6/21/15,8/31/15,0.3,100,10,10,10,10,9,9
6004058,20,4/18/15,1/2/16,2.29,92,9,9,9,9,9,9
6004165,3,12/7/15,12/23/15,3,100,10,10,10,10,10,10
6005222,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6005443,3,8/18/15,9/28/15,0.64,100,10,10,10,10,10,10
6007267,3,6/10/15,6/22/15,0.43,100,10,10,10,10,10,10
6018416,14,5/25/15,12/31/15,1.87,100,10,10,10,10,10,10
6019762,3,7/1/15,7/12/15,0.48,93,10,9,10,10,7,10
6020744,32,4/27/15,1/3/16,3.79,95,10,10,10,10,10,9
6022715,1,6/28/15,6/28/15,0.16,100,10,10,10,10,10,10
6032726,19,5/9/15,12/6/15,2.37,94,9,10,10,10,10,9
6033201,15,5/16/15,12/27/15,1.92,99,10,10,10,10,10,9
6043482,1,5/12/15,5/12/15,0.13,NA,NA,NA,NA,NA,NA,NA
6044106,50,4/26/15,12/28/15,5.91,96,10,10,10,10,9,10
6065566,2,7/27/15,8/31/15,0.37,100,10,9,10,10,10,10
6066185,17,5/26/15,10/30/15,2.28,82,9,9,8,8,10,8
6066570,1,7/6/15,7/6/15,0.16,100,10,10,10,10,10,10
6073437,25,5/29/15,10/1/15,3.39,96,9,9,10,10,10,10
6074312,4,8/3/15,9/28/15,0.77,90,10,10,10,10,10,9
6076158,15,5/12/15,12/23/15,1.89,99,10,10,10,10,10,10
6077760,23,5/14/15,10/25/15,2.92,98,10,10,10,10,10,10
6078382,17,6/9/15,10/19/15,2.43,99,10,10,10,10,9,10
6079131,30,5/8/15,12/31/15,3.72,97,10,10,10,10,9,10
6079216,2,6/12/15,8/28/15,0.29,100,10,10,10,10,10,10
6087451,45,5/2/15,12/14/15,5.44,98,10,10,10,10,10,10
6091789,1,7/28/15,7/28/15,0.19,100,10,10,10,10,10,10
6093756,1,5/27/15,5/27/15,0.13,100,10,10,10,10,10,10
6101613,6,10/13/15,12/21/15,2.14,90,10,9,10,10,9,10
6103108,4,8/4/15,8/21/15,0.78,90,10,10,10,10,9,9
6105021,18,7/23/15,12/27/15,3.25,98,10,10,10,10,9,10
6106498,23,5/5/15,10/12/15,2.82,97,10,10,10,10,9,10
6107518,31,5/17/15,12/14/15,3.99,97,10,10,10,10,9,10
6107901,37,5/19/15,1/1/16,4.81,98,10,10,10,10,10,10
6108006,21,6/7/15,11/14/15,2.97,99,10,10,10,10,10,10
6108796,49,4/27/15,12/17/15,5.81,95,10,10,10,10,9,9
6115704,19,5/17/15,12/28/15,2.45,92,10,10,9,9,10,9
6115807,9,7/13/15,11/28/15,1.53,96,10,10,10,10,10,10
6117473,20,6/8/15,9/28/15,2.84,92,9,10,10,10,9,9
6118198,23,5/4/15,11/3/15,2.8,97,10,10,10,10,10,10
6118291,46,5/1/15,12/21/15,5.54,97,10,10,10,10,10,10
6118359,38,6/7/15,1/1/16,5.38,98,10,10,10,10,10,10
6119785,4,7/6/15,8/30/15,0.66,95,10,10,10,10,10,10
6119821,19,5/19/15,1/1/16,2.47,93,9,9,9,9,10,9
6120046,10,4/26/15,8/30/15,1.18,80,8,7,9,9,9,8
6127974,36,5/1/15,12/1/15,4.34,95,10,9,10,9,10,9
6130287,9,6/15/15,10/4/15,1.32,100,10,10,10,10,9,9
6131411,5,6/1/15,8/24/15,0.69,96,10,10,10,10,10,10
6133354,26,5/9/15,12/20/15,3.24,95,9,10,10,10,9,9
6133684,5,5/17/15,10/19/15,0.64,92,10,9,10,10,8,9
6134153,11,6/21/15,10/6/15,1.67,91,9,9,10,10,10,9
6134382,36,5/1/15,10/18/15,4.34,98,10,10,10,10,10,10
6153532,30,6/13/15,12/27/15,4.37,99,10,10,10,10,10,10
6154478,13,5/26/15,12/28/15,1.74,94,10,8,10,9,9,9
6156470,43,5/24/15,12/12/15,5.71,97,10,10,10,10,10,10
6165353,4,6/21/15,12/26/15,0.61,95,10,10,10,10,10,10
6166307,21,5/15/15,12/22/15,2.68,97,10,10,10,10,9,9
6168769,4,9/20/15,11/14/15,1.12,100,10,10,10,10,10,10
6168975,26,6/14/15,12/28/15,3.8,96,10,10,10,10,10,10
6169489,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6179956,21,5/19/15,12/6/15,2.73,95,10,10,10,10,10,10
6182715,1,12/14/15,12/14/15,1,100,10,10,10,10,10,10
6183330,16,8/12/15,12/6/15,3.29,95,10,10,10,10,10,10
6183721,38,5/4/15,12/21/15,4.63,96,10,9,10,10,10,10
6185083,12,5/17/15,12/14/15,1.55,98,10,10,10,10,10,10
6186081,25,6/19/15,1/3/16,3.75,94,10,9,10,10,10,9
6187340,4,11/23/15,12/30/15,2.79,100,9,10,10,10,10,10
6187841,6,5/10/15,10/4/15,0.75,100,10,10,10,10,10,10
6202214,15,5/21/15,12/5/15,1.97,96,10,10,10,10,10,10
6202603,11,5/12/15,9/7/15,1.39,92,9,9,10,10,10,9
6209191,7,5/12/15,6/19/15,0.88,100,10,10,10,10,10,10
6210952,2,6/15/15,8/26/15,0.29,100,10,10,10,10,10,10
6211882,13,5/16/15,11/21/15,1.67,97,10,10,10,10,10,9
6214517,22,6/16/15,12/7/15,3.25,95,9,10,10,10,10,10
6214998,7,6/15/15,9/1/15,1.03,97,10,10,10,10,9,9
6215199,7,6/18/15,9/7/15,1.04,91,9,9,9,9,7,9
6215943,7,6/7/15,11/2/15,0.99,90,9,9,10,9,9,10
6216116,9,5/20/15,12/27/15,1.17,84,9,8,10,9,10,9
6218849,3,5/31/15,12/1/15,0.41,100,10,10,10,10,10,10
6222245,2,8/12/15,11/29/15,0.41,100,10,10,9,8,10,7
6226666,2,6/26/15,7/10/15,0.31,90,10,9,9,9,8,9
6228211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6228474,3,6/21/15,10/25/15,0.45,93,10,10,9,9,9,8
6228959,22,5/22/15,1/1/16,2.89,78,8,8,9,9,9,8
6239108,22,5/26/15,12/26/15,2.95,97,10,10,10,9,10,9
6239907,46,5/26/15,12/19/15,6.16,97,10,10,10,10,10,10
6240501,40,5/9/15,12/26/15,4.98,89,10,9,10,10,9,9
6245498,24,5/19/15,11/22/15,3.12,92,10,10,10,10,10,10
6246861,71,5/12/15,1/3/16,8.95,94,9,10,10,10,10,9
6248083,12,7/16/15,10/24/15,2.08,98,10,10,10,10,10,10
6249164,18,6/8/15,11/5/15,2.56,99,10,10,10,10,8,10
6249458,13,5/6/15,9/14/15,1.6,98,10,9,10,10,10,9
6249536,2,5/17/15,11/7/15,0.26,80,8,9,10,10,9,8
6250399,1,8/23/15,8/23/15,0.22,60,6,6,10,8,4,4
6262987,11,6/1/15,10/31/15,1.51,96,10,9,10,10,10,9
6263270,4,8/24/15,11/17/15,0.9,100,10,10,10,10,10,9
6272065,12,5/25/15,9/23/15,1.6,90,9,8,10,10,9,9
6274351,7,6/7/15,10/13/15,0.99,100,10,10,10,10,10,10
6276224,3,9/9/15,9/28/15,0.76,100,10,10,10,10,10,10
6278181,2,8/24/15,9/27/15,0.45,90,9,8,10,10,10,9
6278191,27,5/19/15,12/19/15,3.51,90,10,10,9,8,10,9
6278216,9,5/16/15,10/19/15,1.15,84,9,8,9,9,9,8
6278361,34,5/16/15,12/25/15,4.36,98,10,10,10,10,10,10
6278680,11,6/14/15,8/22/15,1.61,98,10,10,10,10,9,10
6278756,1,6/25/15,6/25/15,0.15,100,10,10,10,10,10,10
6288141,4,8/5/15,10/14/15,0.78,95,9,10,10,10,10,10
6289789,1,12/1/15,12/1/15,0.86,100,10,10,10,10,10,10
6290509,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6291829,5,7/7/15,8/10/15,0.82,85,10,9,9,9,8,8
6292452,1,6/21/15,6/21/15,0.15,100,10,10,10,10,10,10
6304139,8,6/9/15,11/29/15,1.14,100,10,10,10,10,10,10
6305798,1,5/25/15,5/25/15,0.13,100,10,10,10,10,10,10
6315269,2,5/31/15,6/12/15,0.27,100,10,10,10,10,10,10
6315435,6,6/19/15,12/12/15,0.9,100,10,10,9,9,10,9
6315614,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6316917,35,5/19/15,11/15/15,4.55,94,10,9,10,10,10,9
6316934,53,5/17/15,12/26/15,6.82,95,10,10,10,10,9,10
6317449,2,6/3/15,8/4/15,0.28,100,8,10,10,10,10,10
6325283,7,6/10/15,10/12/15,1,89,10,10,9,9,8,9
6325685,44,5/25/15,12/20/15,5.87,98,10,10,10,10,10,10
6327506,33,6/19/15,1/2/16,4.95,99,10,10,10,10,9,10
6327662,2,8/9/15,11/13/15,0.4,100,10,10,10,10,10,10
6328150,13,5/25/15,12/1/15,1.73,92,9,9,10,10,10,9
6328923,19,5/28/15,10/22/15,2.57,97,10,10,10,10,10,10
6335327,4,5/17/15,6/12/15,0.52,95,10,10,10,10,10,10
6337492,5,5/19/15,10/10/15,0.65,92,9,8,9,10,10,10
6342327,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6343866,10,6/14/15,9/28/15,1.46,96,10,10,10,10,10,9
6344566,64,5/15/15,12/21/15,8.17,98,10,10,9,10,10,9
6348159,4,5/21/15,6/20/15,0.52,100,10,10,10,10,10,10
6349598,8,7/25/15,11/28/15,1.46,88,9,9,9,10,9,8
6350606,3,6/22/15,9/3/15,0.46,100,9,10,10,10,10,10
6358605,6,6/14/15,9/22/15,0.88,100,10,10,10,10,10,10
6360895,29,6/7/15,12/4/15,4.1,97,10,10,10,10,9,10
6361863,44,5/16/15,1/1/16,5.64,94,10,10,10,10,10,9
6362362,1,7/20/15,7/20/15,0.18,100,10,10,10,10,10,10
6362918,45,5/19/15,10/19/15,5.84,95,10,10,10,10,10,9
6363765,21,5/24/15,9/30/15,2.79,88,9,9,9,9,9,9
6363779,2,6/15/15,6/23/15,0.29,90,9,7,10,10,10,10
6364549,19,5/17/15,11/11/15,2.45,97,10,10,10,10,10,10
6364753,4,6/19/15,6/28/15,0.6,100,10,10,10,10,10,10
6370313,4,8/24/15,10/12/15,0.9,55,7,7,5,6,10,7
6370655,2,7/26/15,8/9/15,0.37,80,9,9,7,7,9,8
6375415,18,6/6/15,11/25/15,2.54,97,10,10,10,10,10,9
6376952,8,7/6/15,11/29/15,1.31,100,10,9,10,10,10,10
6378563,5,5/26/15,8/31/15,0.67,96,10,10,10,10,10,10
6386210,5,5/26/15,8/24/15,0.67,100,10,10,10,10,10,10
6387576,38,5/18/15,12/13/15,4.91,97,10,10,10,10,10,10
6389657,11,7/22/15,8/19/15,1.98,98,10,10,10,10,10,10
6390214,20,5/26/15,11/9/15,2.68,97,10,10,10,10,9,10
6392029,1,8/12/15,8/12/15,0.21,NA,NA,NA,NA,NA,NA,NA
6400000,10,6/13/15,9/25/15,1.46,92,10,10,10,10,10,9
6400379,21,6/14/15,12/27/15,3.07,94,10,10,9,9,10,9
6401209,13,6/29/15,12/28/15,2.05,97,10,10,10,10,10,10
6403104,3,6/13/15,11/4/15,0.44,100,10,10,10,10,9,10
6403878,23,6/17/15,10/13/15,3.42,82,9,9,7,9,10,9
6404427,28,6/22/15,11/23/15,4.26,99,10,10,10,10,10,10
6411259,31,6/8/15,12/18/15,4.41,94,9,9,10,10,10,9
6411986,9,5/26/15,9/9/15,1.21,84,9,8,9,10,8,7
6412566,17,6/28/15,9/18/15,2.67,89,9,9,9,10,10,9
6412858,2,9/28/15,11/3/15,0.61,100,10,10,10,10,10,10
6416765,21,7/6/15,12/1/15,3.44,87,9,10,10,10,8,9
6421243,14,6/12/15,12/1/15,2.03,86,9,10,10,10,9,8
6423204,44,5/25/15,12/27/15,5.87,91,9,9,10,10,9,9
6423488,5,7/12/15,8/11/15,0.85,96,10,10,10,9,10,10
6424859,24,5/25/15,9/22/15,3.2,100,10,10,10,10,10,10
6424982,52,5/29/15,1/2/16,7.06,92,9,9,10,10,10,9
6425537,11,6/8/15,8/5/15,1.56,88,10,8,10,10,9,9
6425652,5,7/17/15,9/29/15,0.87,84,9,8,10,9,8,8
6425735,1,6/9/15,6/9/15,0.14,100,10,10,10,10,10,10
6426462,2,6/9/15,7/24/15,0.29,100,10,10,9,10,10,10
6436727,14,5/24/15,12/30/15,1.86,94,9,10,10,10,10,9
6436772,2,6/23/15,7/9/15,0.31,80,10,8,10,10,9,8
6436976,24,6/14/15,12/22/15,3.51,90,9,9,10,10,10,9
6438013,3,12/13/15,1/1/16,3,93,10,10,10,10,9,10
6438099,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6438518,20,6/16/15,10/24/15,2.96,94,9,10,10,10,9,9
6445741,2,7/27/15,7/30/15,0.37,100,10,10,10,8,10,10
6445769,33,5/25/15,12/16/15,4.4,88,9,9,10,9,10,9
6448099,2,8/2/15,8/18/15,0.38,100,10,10,10,10,10,10
6451305,25,6/8/15,12/19/15,3.55,96,10,10,10,10,10,10
6452801,18,5/31/15,10/25/15,2.47,100,10,10,10,10,10,10
6452927,2,7/27/15,8/7/15,0.37,90,10,10,10,10,9,9
6453383,38,5/27/15,12/30/15,5.11,96,10,10,10,10,10,10
6466129,41,5/31/15,12/28/15,5.62,94,9,9,9,10,10,9
6466388,20,6/9/15,10/6/15,2.86,87,8,9,9,9,10,8
6474341,11,6/16/15,11/28/15,1.63,96,10,9,10,9,9,9
6475289,34,6/28/15,12/21/15,5.34,100,10,10,10,10,10,10
6477225,12,6/8/15,12/9/15,1.71,92,9,10,10,10,10,10
6479027,10,6/21/15,1/1/16,1.52,92,9,9,10,10,9,10
6481695,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6481764,12,6/30/15,9/2/15,1.9,98,10,10,10,10,10,10
6482409,39,6/7/15,12/1/15,5.52,97,10,10,10,10,9,10
6482984,22,6/10/15,11/10/15,3.16,97,9,10,10,10,10,9
6489648,2,6/30/15,8/11/15,0.32,80,8,8,8,10,9,7
6490091,1,5/31/15,5/31/15,0.14,100,8,10,8,10,10,10
6490453,14,6/15/15,10/24/15,2.06,97,10,10,10,10,10,10
6492056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6492880,13,6/1/15,9/17/15,1.79,90,10,10,9,9,10,10
6494181,12,6/23/15,12/28/15,1.84,97,10,10,10,10,10,10
6495424,1,10/20/15,10/20/15,0.39,100,10,10,10,10,10,10
6512378,12,5/29/15,12/1/15,1.63,97,10,10,10,10,9,10
6512979,10,6/15/15,9/4/15,1.47,94,10,10,10,10,10,10
6514446,19,8/4/15,11/14/15,3.7,91,10,10,10,10,9,9
6515046,25,6/1/15,12/15/15,3.44,90,10,10,10,9,10,9
6516529,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6516775,10,6/23/15,12/28/15,1.53,90,9,9,10,10,10,9
6517594,1,6/23/15,6/23/15,0.15,100,10,10,10,10,10,10
6523393,26,7/13/15,11/23/15,4.43,98,10,10,10,10,10,10
6528192,18,6/30/15,11/25/15,2.86,89,9,8,10,10,9,9
6528342,1,8/11/15,8/11/15,0.2,100,10,10,10,10,10,10
6537432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6543677,21,6/21/15,12/22/15,3.18,95,10,10,10,10,10,10
6543683,15,6/22/15,9/28/15,2.28,100,10,10,10,10,10,10
6545246,1,9/1/15,9/1/15,0.24,80,10,8,4,6,8,8
6545602,1,9/25/15,9/25/15,0.29,100,10,10,10,10,10,10
6545773,2,7/11/15,7/19/15,0.34,100,10,10,10,10,10,10
6546748,7,6/7/15,12/1/15,0.99,100,9,9,10,9,9,10
6554352,15,6/8/15,11/7/15,2.13,97,10,10,10,10,10,10
6555128,32,5/31/15,12/27/15,4.38,91,10,10,9,10,9,9
6555393,14,7/17/15,12/1/15,2.44,93,9,10,10,10,10,10
6557018,13,8/13/15,11/20/15,2.69,92,10,10,10,9,9,9
6557297,21,5/29/15,10/4/15,2.85,94,10,9,10,9,9,10
6557767,33,5/29/15,10/8/15,4.48,95,10,10,10,10,9,10
6558980,4,7/19/15,10/20/15,0.71,100,9,10,10,10,10,10
6561379,15,6/20/15,12/27/15,2.26,99,10,10,10,10,10,10
6561753,10,6/15/15,10/27/15,1.47,96,9,9,9,9,10,10
6561811,5,6/30/15,9/1/15,0.79,92,8,9,8,10,10,9
6562393,6,7/4/15,8/28/15,0.97,100,10,10,10,10,9,10
6567683,19,7/4/15,12/25/15,3.08,96,10,10,10,9,10,9
6569950,1,8/10/15,8/10/15,0.2,100,10,10,10,10,10,10
6572501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6575380,9,8/22/15,9/20/15,1.99,100,10,10,9,9,10,10
6575407,1,9/25/15,9/25/15,0.29,100,10,8,10,10,10,10
6576006,12,11/16/15,12/25/15,7.2,98,10,10,10,10,10,10
6576228,6,6/15/15,11/28/15,0.88,97,10,10,10,10,9,10
6577295,75,5/31/15,12/26/15,10.27,95,10,10,10,10,9,9
6577729,17,6/12/15,12/30/15,2.46,94,10,10,10,10,10,10
6578147,2,6/28/15,8/10/15,0.31,90,9,9,10,10,9,9
6584984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6586979,23,6/14/15,12/11/15,3.37,100,10,10,10,10,10,10
6587443,4,9/21/15,11/12/15,1.13,100,10,10,10,10,10,10
6590264,5,7/5/15,11/13/15,0.82,96,10,10,10,10,9,10
6591879,1,7/5/15,7/5/15,0.16,100,10,10,10,10,10,10
6591894,16,7/13/15,11/28/15,2.73,95,10,9,10,10,9,10
6592178,4,6/14/15,8/9/15,0.59,100,10,10,10,10,10,10
6592421,8,6/18/15,12/15/15,1.19,88,9,9,8,9,9,9
6599960,13,6/19/15,12/20/15,1.95,91,10,9,10,10,9,9
6603061,29,7/13/15,11/27/15,4.94,92,9,10,9,10,10,9
6603376,32,6/1/15,1/3/16,4.4,99,10,10,10,10,10,10
6610942,14,7/30/15,12/22/15,2.64,94,10,10,10,10,10,10
6612940,3,6/8/15,12/6/15,0.43,100,10,10,10,10,10,10
6613192,5,8/26/15,11/8/15,1.14,92,9,9,10,10,10,9
6613601,9,6/14/15,11/28/15,1.32,98,10,10,10,10,10,10
6621924,21,6/16/15,12/15/15,3.1,90,9,9,10,10,9,8
6623079,9,7/9/15,8/10/15,1.5,82,9,7,9,9,9,9
6626493,15,7/1/15,12/21/15,2.39,97,10,10,10,10,9,10
6627129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6627184,1,6/21/15,6/21/15,0.15,100,10,10,10,10,10,10
6627403,6,10/19/15,12/23/15,2.31,100,10,10,10,10,10,10
6629132,11,6/15/15,9/1/15,1.62,100,10,10,10,10,10,10
6629278,8,6/9/15,9/1/15,1.14,95,10,9,10,10,9,9
6629657,18,6/18/15,10/7/15,2.69,91,10,8,10,10,9,9
6637899,22,6/7/15,1/3/16,3.11,98,10,10,10,10,10,10
6644628,9,6/15/15,8/24/15,1.32,96,10,10,9,10,9,9
6644760,5,8/8/15,12/9/15,1,100,10,10,10,10,10,10
6644796,5,8/1/15,11/16/15,0.96,100,10,10,10,10,10,10
6644854,31,6/17/15,11/1/15,4.6,88,9,9,10,9,10,9
6646843,28,8/13/15,12/28/15,5.79,89,10,9,10,10,10,9
6646894,8,6/28/15,8/5/15,1.26,93,8,9,10,10,10,9
6646985,49,6/7/15,1/2/16,6.93,93,10,10,10,10,9,9
6647442,41,6/21/15,1/2/16,6.21,93,9,10,10,9,9,9
6652199,6,6/15/15,9/5/15,0.88,100,10,10,10,10,10,10
6655233,18,6/9/15,9/22/15,2.57,89,9,9,10,9,9,9
6657574,8,8/3/15,10/6/15,1.55,98,10,10,10,10,10,10
6658052,32,6/20/15,12/30/15,4.82,97,10,10,10,10,10,9
6659301,7,6/18/15,10/4/15,1.04,93,9,9,10,10,10,9
6660186,16,6/11/15,11/25/15,2.31,95,10,10,10,10,10,9
6661617,17,6/17/15,12/26/15,2.52,95,10,10,10,10,10,9
6662639,4,6/20/15,9/7/15,0.6,95,9,9,10,10,10,9
6670332,15,6/30/15,11/16/15,2.38,99,10,10,10,10,10,9
6671901,28,6/10/15,11/25/15,4.02,83,9,9,9,9,10,9
6674408,45,6/9/15,1/2/16,6.43,99,10,10,10,10,10,10
6675927,49,6/9/15,12/29/15,7,95,10,10,10,10,9,10
6676926,35,7/5/15,12/11/15,5.71,99,10,10,10,10,10,10
6678058,12,7/7/15,10/19/15,1.98,93,10,10,10,10,10,10
6686072,14,7/6/15,11/18/15,2.3,97,9,10,10,10,10,9
6687939,33,6/15/15,12/15/15,4.85,99,10,10,10,10,10,10
6689259,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6690388,16,6/29/15,12/19/15,2.53,100,10,10,10,10,10,10
6691324,29,6/10/15,12/26/15,4.16,99,10,10,10,10,10,10
6691873,39,6/6/15,12/20/15,5.49,95,9,10,10,10,10,10
6694276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6701018,21,6/14/15,12/10/15,3.07,84,9,9,10,9,7,9
6704004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6704734,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6705584,3,6/15/15,10/1/15,0.44,80,7,8,8,9,10,8
6706377,6,6/27/15,8/23/15,0.94,92,10,9,10,10,9,10
6707735,46,6/9/15,12/30/15,6.57,97,10,10,10,10,10,9
6714652,11,7/13/15,10/27/15,1.88,98,9,9,9,9,10,9
6714817,2,6/27/15,7/11/15,0.31,90,9,10,10,10,8,9
6716380,10,6/20/15,8/31/15,1.51,92,10,9,9,10,10,9
6716620,14,6/12/15,8/23/15,2.03,96,10,9,10,10,9,9
6716874,20,6/22/15,11/28/15,3.05,96,10,10,10,10,10,10
6717555,1,8/30/15,8/30/15,0.23,80,6,6,10,10,10,8
6724599,13,6/17/15,10/22/15,1.93,98,10,10,10,10,10,10
6727729,5,7/3/15,9/9/15,0.81,96,10,10,10,10,9,10
6727846,7,6/22/15,10/22/15,1.07,100,9,10,10,10,10,9
6728017,1,8/11/15,8/11/15,0.2,100,10,10,10,10,6,10
6728419,45,6/10/15,1/2/16,6.46,99,10,10,10,10,10,10
6729818,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6734621,29,6/14/15,1/2/16,4.24,94,10,10,10,10,9,10
6740521,11,6/28/15,9/1/15,1.73,96,10,10,10,10,10,10
6741135,2,8/13/15,8/19/15,0.41,100,10,10,10,10,10,10
6741526,12,7/16/15,12/19/15,2.08,95,10,9,10,10,10,10
6744143,13,6/25/15,9/5/15,2.01,87,9,9,10,9,10,9
6746826,18,9/2/15,1/1/16,4.32,97,10,10,10,10,10,10
6747473,40,6/15/15,1/2/16,5.88,96,10,10,10,10,10,10
6748502,5,7/20/15,12/1/15,0.89,96,10,10,10,10,10,10
6750264,4,6/28/15,9/28/15,0.63,90,10,10,10,10,10,9
6750430,14,6/14/15,10/9/15,2.05,96,10,10,10,10,10,10
6752031,18,7/6/15,12/12/15,2.95,91,9,10,10,10,10,9
6759038,18,6/14/15,10/2/15,2.63,92,10,9,10,10,10,9
6759046,3,6/22/15,8/16/15,0.46,93,9,10,10,10,10,8
6759104,12,9/5/15,12/26/15,2.95,93,10,10,10,10,9,10
6761267,52,6/13/15,12/13/15,7.57,93,10,10,10,10,9,9
6762958,4,6/11/15,1/1/16,0.58,100,10,10,10,10,10,10
6764646,4,7/14/15,9/2/15,0.69,95,10,10,10,10,10,10
6765045,5,7/19/15,11/29/15,0.88,88,8,8,9,9,9,8
6765354,12,7/7/15,12/14/15,1.98,92,9,9,10,9,9,9
6766513,20,6/21/15,12/20/15,3.03,98,10,10,10,10,9,10
6766708,3,6/19/15,8/7/15,0.45,100,10,10,10,10,10,10
6768768,8,6/22/15,12/6/15,1.22,95,9,10,10,10,10,10
6769696,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6773472,13,6/20/15,10/5/15,1.96,100,10,10,10,10,10,10
6776229,21,8/29/15,12/21/15,4.88,96,10,10,10,10,9,10
6779893,7,7/16/15,12/22/15,1.21,100,10,10,10,10,10,9
6780615,12,7/13/15,12/23/15,2.05,97,10,10,10,10,9,9
6780670,6,6/14/15,8/24/15,0.88,93,10,9,10,10,9,9
6781308,32,6/14/15,12/18/15,4.68,97,10,10,10,10,9,10
6782993,24,6/19/15,12/19/15,3.6,93,10,10,10,10,9,9
6783394,51,7/2/15,1/1/16,8.18,91,10,10,9,10,9,9
6793490,26,7/17/15,11/28/15,4.53,95,10,10,10,10,9,10
6794702,4,9/18/15,12/17/15,1.1,100,9,9,10,10,10,10
6795678,27,6/22/15,10/26/15,4.11,98,10,10,10,10,9,9
6796066,10,7/8/15,11/5/15,1.66,98,9,8,10,10,10,9
6796246,34,6/20/15,12/27/15,5.13,95,10,10,10,10,10,9
6796336,1,8/29/15,8/29/15,0.23,80,NA,NA,NA,NA,NA,NA
6797786,11,6/28/15,8/30/15,1.73,95,9,10,10,10,9,9
6801095,8,8/12/15,12/7/15,1.64,98,10,10,10,10,10,9
6807884,16,6/18/15,9/8/15,2.39,96,8,10,10,10,10,9
6807981,18,6/28/15,11/14/15,2.83,96,9,10,10,10,10,9
6808970,1,9/8/15,9/8/15,0.25,100,10,10,8,10,10,10
6810430,40,6/16/15,12/6/15,5.91,93,10,10,10,9,9,10
6811792,4,8/20/15,10/12/15,0.87,100,10,10,10,10,9,10
6812054,4,7/1/15,8/12/15,0.64,95,10,10,10,10,10,9
6812415,16,6/22/15,9/12/15,2.44,95,10,10,10,10,10,10
6813483,10,7/18/15,12/26/15,1.75,98,9,10,10,10,10,9
6813623,10,6/23/15,9/30/15,1.53,100,10,10,10,10,9,10
